ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,IPDgofha,IPDfmp,ruwe,phot_g_mean_mag,bp_rp,NSS,prob
168.09636907297,-59.39982056827,2.0671,0.0121,-10.62,0.012,5.178,0.014, 2.10e-02,  0,0.9,12.749117, 0.761660,0,0.84
168.0444984346,-59.37768483775,1.8731,0.0997,-10.63,0.105,5.42,0.113, 7.21e-03,  0,0.992,17.951520, 2.482279,0,0.84
168.05529876472,-59.35929963221,2.0688,0.0119,-9.899,0.013,5.103,0.013, 2.01e-02,  0,0.904,13.235128, 0.839945,0,0.84
168.16826630075,-59.38291218814,1.8883,0.0182,-9.436,0.021,0.966,0.02, 1.42e-02,  0,0.912,14.758812, 1.172614,0,0.84
168.12187972525,-59.32539681952,2.5424,0.0116,-20.292,0.012,-1.054,0.013, 2.09e-02,  0,0.824,13.141246, 0.937362,0,0.82
167.77566154684,-60.0231739928,2.4869,0.2767,5.667,0.283,11.173,0.285, 8.17e-02,  0,3.367,17.529047, 2.480108,0,0.84
167.77465988384,-60.00111179513,2.0569,0.022,-13.224,0.022,3.492,0.022, 2.00e-02,  0,0.955,15.059146, 1.311330,0,0.84
167.68567502568,-60.00095001841,1.3951,0.0579,-18.438,0.06,2.368,0.056, 1.40e-02,  0,0.969,17.144146, 1.873997,0,0.52
167.74879079175,-59.96632764851,1.4562,0.0168,-19.095,0.017,1.902,0.017, 1.77e-02,  1,0.975,14.366492, 0.947695,0,0.52
167.72912702763,-59.95248218283,2.1132,0.0511,-10.565,0.054,8.36,0.049, 1.02e-02,  0,0.993,16.879060, 2.089507,0,0.84
167.558713044,-59.92742829327,1.6292,0.0129,-19.136,0.014,3.968,0.012, 2.51e-02,  0,1.131,13.298534, 0.957825,0,0.84
167.64616135839,-59.92839126686,1.3244,0.065,-12.992,0.08,3.478,0.069, 1.95e-02,  0,1.034,17.114212, 1.593725,0,0.52
167.62016456403,-59.9270220592,2.8758,0.0532,-0.844,0.057,7.398,0.049, 7.42e-03,  2,1.2,16.859735, 2.423339,0,0.84
167.77609246946,-59.94314063737,1.8035,0.059,-16.938,0.065,0.43,0.057, 1.41e-02,  1,0.959,17.066837, 2.126793,0,0.84
167.75906480091,-59.88968261618,1.5058,0.0137,-8.268,0.014,1.497,0.014, 2.09e-02,  0,0.927,13.580963, 0.821229,0,0.66
167.77062206984,-59.87704284424,1.8807,0.0156,-13.787,0.016,0.644,0.017, 2.83e-02,  0,0.852,11.320177, 0.468713,2,0.84
167.64009227782,-59.847582564,3.4497,0.087,-24.779,0.134,-10.651,0.114, 4.05e-02, 10,0.997,15.846996,         ,0,0.68
167.63966710636,-59.84731172984,3.4491,0.0707,-24.829,0.078,-8.682,0.07, 2.27e-02, 28,5.74,12.128876, 1.011884,0,0.7
167.64509173263,-59.82693231269,3.1706,0.1869,-17.834,0.208,2.329,0.191, 1.15e-01,  0,2.386,17.618385, 2.396431,0,0.74
167.51269533082,-59.92097922508,1.4457,0.0812,-15.968,0.086,2.594,0.075, 1.82e-02,  0,0.978,17.781918, 2.201580,0,0.74
167.48935911816,-59.84596142123,2.2146,0.0664,-10.741,0.073,5.576,0.066, 1.70e-02,  0,1.991,16.090030, 1.787203,0,0.84
167.4656511815,-59.841192422,3.0482,0.0498,-20.261,0.056,-2.094,0.048, 2.23e-02,  0,0.989,16.801102, 2.303224,0,0.74
167.42969238557,-59.86894422691,1.388,0.0415,-6.603,0.045,4.457,0.04, 2.91e-02,  4,1.683,15.561292, 1.250689,0,0.56
167.34467687117,-59.87821380738,1.4822,0.1765,-13.835,0.184,5.294,0.171, 5.28e-02, 88,5.949,12.881828, 0.786570,0,0.54
167.40607273008,-59.81448608109,1.6312,0.0813,-14.851,0.087,1.298,0.074, 5.13e-03,  0,0.947,17.597797, 2.551176,0,0.84
167.35994702135,-59.82709940803,6.5592,0.0128,-10.095,0.013,-9.92,0.013, 8.55e-03,  0,0.891,13.494136, 1.650121,0,0.52
167.35920297522,-59.82669248376,6.5037,0.0681,-10.463,0.089,-9.12,0.084, 3.62e-03,  2,1.05,16.799240,         ,0,0.52
167.59877322424,-59.7802654751,3.1525,0.0276,-4.301,0.029,4.659,0.028, 2.27e-02,  0,1.018,15.673771, 1.962348,0,0.84
167.54115623371,-59.76836538733,1.437,0.0116,-14.061,0.012,-3.189,0.013, 2.39e-02,  0,0.961,12.780691, 0.862604,0,0.68
167.42915403151,-59.76840436004,1.6197,0.0421,-14.846,0.047,4.575,0.043, 1.33e-02,  0,0.988,16.586546, 1.764511,0,0.84
167.37391757107,-59.75795996661,2.163,0.0379,-10.774,0.04,5.353,0.038, 1.39e-02,  2,1.189,15.945312, 1.735576,0,0.84
167.40963783961,-59.71842285458,1.732,0.4106,-8.773,0.431,4.843,0.441, 1.13e-01, 42,7.173,17.400240,         ,0,0.78
167.38353843883,-59.72688920476,1.8241,0.0259,-17.13,0.027,-3.33,0.028, 1.36e-02,  0,1.021,15.534574, 1.444344,0,0.84
167.37093107773,-59.70286008922,2.2491,0.5337,-4.649,0.57,4.656,0.536, 2.44e-01, 22,5.315,17.667427, 1.431171,0,0.76
167.85085241658,-59.80569795944,2.2643,0.0143,-12.479,0.015,7.112,0.015, 1.17e-02,  0,0.864, 8.387648, 1.088480,0,0.84
167.83336038331,-59.75767035856,2.1549,0.3169,-3.371,0.332,2.011,0.32, 7.65e-02, 14,5.456,17.319796, 1.502245,0,0.72
167.79553675523,-59.78814078761,1.2089,0.0323,-19.456,0.035,0.428,0.033, 1.53e-02,  2,1.035,15.873724, 1.278250,0,0.52
167.65991413965,-59.78197295319,1.3847,0.0616,-10.951,0.065,-0.509,0.062, 2.21e-02,  0,0.952,17.244207, 1.841854,0,0.58
167.6661663087,-59.77525032454,1.6155,0.2318,-11.514,0.253,4.84,0.206, 3.76e-02, 69,1.474,17.736193, 1.788012,0,0.74
167.69694307662,-59.73591932431,1.3166,0.0111,-14.839,0.011,1.603,0.012, 2.32e-02,  0,0.776,11.739907, 0.555165,2,0.64
167.68700322173,-59.72120731161,3.2499,0.0401,-19.932,0.041,2.886,0.04, 1.67e-02,  1,0.937,16.324957, 2.663648,0,0.74
167.68741522421,-59.71916024216,3.3021,0.0155,-18.981,0.016,2.829,0.016, 2.59e-02,  0,0.984,14.070297, 1.418375,0,0.74
167.83637639611,-59.74715702929,3.1693,0.4163,-5.983,0.443,-1.851,0.482, 1.54e-01, 14,3.375,17.718767,         ,0,0.66
167.85732970592,-59.74403683619,1.3588,0.0671,-13.84,0.066,3.594,0.066, 1.23e-02,  0,1.052,17.295752, 1.872606,0,0.52
167.88869684894,-59.74162346352,4.3613,0.0447,-11.411,0.044,7.859,0.046, 5.36e-03,  0,1.046,16.466854, 2.446122,0,0.74
167.86409640224,-59.65379864529,1.115,0.0362,-22.34,0.037,-1.66,0.039, 5.25e-03,  6,1.21,15.797308, 1.175458,0,0.52
167.82835708597,-59.64492350955,1.9254,0.037,-18.006,0.038,1.044,0.037, 1.08e-02,  0,1.122,15.964809, 1.658061,0,0.84
167.68990320966,-59.68641798187,2.0641,0.0204,-9.849,0.021,4.677,0.02, 1.28e-02,  0,0.974,14.800249, 1.257913,0,0.84
167.77871147593,-59.61984038365,2.1361,0.0162,-10.371,0.017,5.24,0.016, 1.48e-02,  0,0.881,14.359985, 1.111029,0,0.84
167.5851209807,-59.75174856752,1.3894,0.03,-13.036,0.032,2.106,0.032, 1.21e-02,  0,1.027,15.802576, 1.327958,0,0.98
167.6003408364,-59.66608633712,1.5546,0.0265,-10.988,0.028,7.307,0.028, 1.47e-02,  0,1.046,15.505201, 1.216265,0,0.7
167.58283059971,-59.65942840509,2.1255,0.287,-4.831,0.302,4.611,0.292, 7.35e-03, 65,3.501,17.728695, 1.612055,0,0.84
167.50216391237,-59.67606159241,1.7242,0.0167,-18.139,0.017,4.835,0.017, 1.43e-02,  0,0.907,11.064150, 0.335055,0,0.84
167.50314530076,-59.63145618725,1.3696,0.0261,-11.627,0.029,3.424,0.028, 1.20e-02,  0,1.046,15.322689, 1.218748,0,0.72
167.4881778599,-59.61850285134,1.9708,0.0461,-1.177,0.05,8.358,0.05, 1.58e-02,  0,0.997,16.657486, 2.038510,0,0.86
167.45227822366,-59.59900237686,2.5305,0.4817,-13.814,0.549,-1.98,0.542, 1.06e-01, 72,9.372,16.790640, 1.240793,0,0.82
167.65217664659,-59.63164008571,2.2676,0.0112,-13.373,0.011,6.722,0.012, 2.02e-02,  0,0.747,11.788736, 0.637898,0,0.84
167.64256233874,-59.60369387656,1.337,0.0144,-15.917,0.015,-3.958,0.016, 1.43e-02,  0,0.989,13.000159, 0.874550,0,0.64
167.61825609815,-59.57879661196,1.6592,0.0113,-13.595,0.012,2.24,0.012, 1.87e-02,  0,0.889,12.644734, 0.743719,0,0.84
167.60232489021,-59.55273225522,1.7416,0.6274,-3.004,0.723,7.683,0.66, 8.18e-02, 11,16.64,16.079353, 1.375670,0,0.62
167.58337476297,-59.54630795212,1.5179,0.0508,-20.978,0.058,0.534,0.054, 1.06e-02, 23,1.84,15.364881, 1.276270,0,0.64
167.50593934855,-59.60975077129,1.7869,0.0771,-18.466,0.089,5.405,0.078, 2.13e-02,  1,0.986,17.509970, 2.158596,0,0.82
167.50658091126,-59.60802263868,1.821,0.0128,-18.3,0.014,5.322,0.014, 1.58e-02,  0,0.897,13.433342, 0.863728,0,0.84
167.44147185315,-59.57992107001,1.4536,0.0129,-12.074,0.014,4.981,0.014, 1.38e-02,  0,0.828,11.822900, 0.517366,0,0.78
167.42482729118,-59.57269741384,1.5174,0.0112,-14.257,0.012,2.206,0.012, 1.21e-02,  1,0.878,12.550916, 0.630383,0,0.84
167.43690978046,-59.5461340214,2.1312,0.0527,-5.133,0.06,2.098,0.057, 6.18e-03,  0,2.161,15.230922, 1.563916,1,0.84
167.52301919863,-59.55573062007,4.847,0.6755,-4.64,0.815,1.698,0.723, 2.09e-01, 61,10.57,17.512354, 1.661423,0,0.74
167.48157228233,-59.49999300732,2.1904,0.0851,-10.357,0.096,5.344,0.084, 6.81e-03,  0,1.046,17.636393, 2.339331,0,0.84
167.24511863416,-59.79970734378,2.1057,0.0444,-10.317,0.05,4.763,0.044, 1.44e-02,  0,2.62,10.252290, 0.379413,0,0.84
167.22078208457,-59.79112993888,2.4606,0.0401,-16.5,0.044,-1.656,0.042, 8.25e-03,  0,1.039,16.419477, 2.201960,0,0.84
167.26644260281,-59.77097927395,1.771,0.0127,-13.453,0.013,3.275,0.013, 1.71e-02,  0,0.883,12.949242, 0.826338,0,0.84
167.20677060075,-59.76116818166,1.7001,0.5369,-7.811,0.606,6.019,0.55, 1.36e-01, 10,46.278,14.107419, 0.910787,0,0.82
167.25225185764,-59.76483412803,2.101,0.0608,-19.167,0.066,7.193,0.062, 2.23e-02, 59,4.271,14.028386, 1.340568,0,0.82
167.25891085408,-59.74524140511,1.3014,0.4115,-1.95,0.447,9.472,0.413, 1.37e-01, 65,8.518,15.884722, 1.854818,0,0.5
167.12995957859,-59.79497949838,1.9827,0.1292,-17.187,0.145,7.268,0.14, 1.52e-02,  7,1.664,17.704582, 2.141155,0,0.84
167.06946294505,-59.7720179762,2.0896,0.0135,-9.821,0.016,0.659,0.015, 1.88e-02,  0,0.974,13.968225, 1.111559,0,0.84
167.1780675077,-59.73995966167,1.6374,0.046,-3.812,0.051,5.384,0.048, 1.07e-02,  0,0.975,16.558750, 1.750236,0,0.88
167.16595675479,-59.7056299109,1.4825,0.0106,-16.512,0.011,-2.107,0.012, 1.78e-02,  0,0.864,12.528717, 1.187550,0,0.84
167.30609833319,-59.67370692013,1.7438,0.0101,-16.856,0.011,-3.368,0.011, 1.81e-02,  0,0.764,11.986575, 0.747784,0,0.84
167.31181604353,-59.67198276521,1.5366,0.1276,-7.855,0.184,1.517,0.223, 3.97e-02,  0,1.312,17.580086,         ,0,0.68
167.30965159955,-59.6760396252,1.4958,0.0428,-9.339,0.047,1.254,0.046, 1.50e-02,  8,1.319,16.053942, 1.421906,0,0.96
167.12617496515,-59.6733929249,4.7861,0.0113,-16.414,0.012,3.641,0.012, 1.86e-02,  0,0.808,11.936367, 0.975777,0,0.74
167.15726142211,-59.65455710893,2.4098,0.0943,-14.91,0.099,9.321,0.093, 9.92e-03,  0,1.012,17.921286, 2.698448,0,0.84
167.24097880422,-59.67406126624,1.89,0.0315,-18.751,0.034,0.109,0.033, 2.29e-02,  0,0.961,15.825944, 1.563933,0,0.84
167.21869660926,-59.62353362486,1.6391,0.0309,-20.061,0.033,-5.818,0.031, 1.25e-02,  1,0.974,15.901769, 1.523005,0,0.8
167.17838167254,-59.64101857592,1.9363,0.1306,-17.851,0.144,6.415,0.138, 8.39e-02,  0,1.841,17.532621, 2.383381,0,0.84
167.1325241681,-59.63283879631,2.6473,0.2788,-2.095,0.302,1.708,0.294, 5.29e-02, 39,2.981,17.936617, 1.618116,0,0.64
167.15740668732,-59.63053399055,2.0375,0.0383,-10.511,0.042,5.157,0.038, 2.58e-02,  0,0.956,16.339611, 1.819646,0,0.84
167.18033925577,-59.62194690504,1.9289,0.0496,-8.248,0.053,-2.516,0.05, 1.81e-02,  0,0.993,16.857990, 1.963825,0,0.5
167.14687107688,-59.60820000985,1.3581,0.2482,-8.568,0.249,2.992,0.256, 8.51e-02, 19,5.843,17.220130, 1.285143,0,0.58
167.14029641461,-59.5907888846,2.0225,0.0419,-10.88,0.047,5.006,0.042, 1.08e-02,  0,0.985,16.456438, 1.868244,0,0.84
167.01097225465,-59.73479170507,2.3458,0.0368,-14.378,0.041,0.31,0.036, 1.94e-02,  1,1.051,16.250227, 2.062109,0,0.84
166.99537981243,-59.69651350778,2.8175,0.0135,-12.413,0.014,6.192,0.014, 2.27e-02,  0,0.944,10.497889, 0.534067,2,0.84
166.91158392693,-59.69296065075,4.4069,0.5239,-7.36,0.555,6.761,0.519, 9.84e-02, 33,8.049,17.588058, 1.414406,0,0.76
166.95446335353,-59.6785572043,2.0643,0.0148,-10.244,0.016,5.192,0.015, 2.14e-02,  0,0.919,14.093518, 1.039482,0,0.84
166.95374000393,-59.65388894588,2.2111,0.3367,-20.47,0.37,7.012,0.344, 1.71e-01, 44,4.225,17.970148, 1.605665,0,0.78
166.88306003191,-59.63882526971,1.4809,0.0115,-14.131,0.012,4.463,0.012, 2.05e-02,  0,0.886,13.403030, 0.778389,0,0.84
166.99500201612,-59.62428390025,2.8613,0.5118,-4.087,0.518,3.335,0.499, 1.48e-01, 59,12.495,16.617712, 1.052471,0,0.84
167.03749250976,-59.61676155353,1.6668,0.2186,-3.675,0.228,4.285,0.232, 2.40e-02, 14,3.12,17.618097,         ,0,0.62
167.02477153278,-59.58398715832,1.7243,0.4233,-4.81,0.456,7.519,0.411, 8.18e-02, 13,6.257,17.444706, 1.236025,0,0.72
167.04970732313,-59.56912108808,2.2131,0.0652,-11.056,0.068,5.573,0.064, 1.76e-02,  0,1.0,17.376253, 2.510588,0,0.84
166.99141271069,-59.61092229546,1.8867,0.0269,-18.821,0.028,1.931,0.027, 1.90e-02,  0,1.931,14.006891, 1.028205,0,0.84
166.98021536865,-59.59169270808,1.8163,0.0136,-10.919,0.014,-3.357,0.014, 1.38e-02,  0,0.943,13.709905, 0.901753,0,0.56
166.94642221673,-59.57427554999,1.5908,0.0993,-14.77,0.094,1.251,0.103, 2.62e-02,  0,1.062,17.747050, 2.193596,0,0.82
166.96983726672,-59.57607989718,1.4383,0.0716,-12.454,0.071,1.75,0.068, 1.36e-02,  0,1.031,17.304554, 1.944861,0,0.98
166.99432363758,-59.54788587244,2.302,0.0754,-10.17,0.076,5.045,0.076, 2.13e-02,  1,1.076,17.291584, 2.415150,0,0.84
167.00175835998,-59.54925794829,2.0795,0.0136,-10.296,0.014,5.212,0.014, 1.74e-02,  0,0.96,13.794355, 0.979741,0,0.84
166.92059046311,-59.54543466987,1.3727,0.0113,-13.117,0.011,-0.356,0.012, 2.32e-02,  1,0.854,12.883943, 0.913186,0,0.98
167.39238395091,-59.61421520075,2.0767,0.0347,-10.876,0.038,4.975,0.037, 4.45e-03,  0,0.979,16.081245, 1.714258,0,0.84
167.25198776561,-59.5794040508,1.5509,0.2689,-7.737,0.269,0.534,0.275, 7.28e-02, 15,4.348,17.490877, 2.345750,0,0.5
167.25828475253,-59.58339288354,1.5885,0.0128,-15.295,0.014,1.015,0.014, 1.90e-02,  0,0.929,13.591747, 0.842283,0,0.84
167.17667981482,-59.59291635475,2.1036,0.0125,-10.64,0.013,4.904,0.013, 2.60e-02,  0,0.962,13.020577, 0.846140,0,0.84
167.17367290818,-59.5831785102,2.6534,0.3484,-6.469,0.369,2.236,0.358, 1.11e-01, 64,16.06,15.196292, 1.156942,0,0.84
167.21058661789,-59.5797295745,3.1553,0.6676,-13.273,0.69,7.16,0.695, 1.92e-01, 39,12.972,17.623220, 1.281944,0,0.78
167.19830676232,-59.50152180973,2.2088,0.0143,-9.376,0.016,1.457,0.014, 1.79e-02,  0,0.857, 9.750140, 0.365744,0,0.84
167.37520881515,-59.53157085423,2.1073,0.0105,-10.473,0.012,5.299,0.011, 1.95e-02,  1,0.714,11.836660, 0.613019,0,0.84
167.33517557945,-59.54032846863,1.8395,0.0843,-14.449,0.096,-1.697,0.085, 1.46e-02,  1,1.142,17.597483, 2.151686,0,0.84
167.33837636546,-59.50569207028,2.6922,0.3475,-6.05,0.425,0.171,0.345, 1.37e-01, 60,4.923,17.811117, 1.561190,0,0.68
167.43104103914,-59.48950765396,1.9901,0.0211,20.953,0.023,35.873,0.021, 1.76e-02,  1,1.181,14.692206, 1.215863,0,0.68
167.39939042777,-59.48040230186,1.772,0.018,-19.085,0.02,-4.909,0.018, 3.12e-02,  0,1.089,14.402657, 1.283808,0,0.84
167.37112306777,-59.50145369376,1.8315,0.25,-6.966,0.298,4.758,0.252, 9.44e-02, 13,4.734,16.954330, 1.572081,0,0.82
167.35546738702,-59.46432597544,2.0781,0.0134,-10.577,0.015,5.72,0.013, 2.00e-02,  0,0.828,10.977890, 0.386498,0,0.84
167.25074725543,-59.48857875569,2.1063,0.0178,-10.068,0.019,5.415,0.018, 1.21e-02,  0,0.888,10.230275, 0.191099,0,0.84
167.22042387139,-59.47287446748,2.6347,0.6527,-11.811,0.672,-2.85,0.651, 1.24e-01, 34,6.029,17.241558, 1.618373,0,0.68
167.28344288865,-59.4602871407,1.7066,0.0462,-11.664,0.05,1.062,0.046, 2.49e-02,  0,2.55,14.765059, 1.117290,0,0.84
167.29468397756,-59.42528213199,1.5734,0.0859,-19.446,0.096,4.638,0.084, 2.07e-02,  0,1.065,17.740347, 2.042324,0,0.66
167.26091292149,-59.4440319804,1.3383,0.2849,-10.002,0.311,2.646,0.294, 1.17e-01, 47,6.224,16.730238, 2.011428,0,0.6
167.25849662078,-59.42807258108,1.6089,0.0117,-11.543,0.013,5.361,0.011, 7.99e-03,  0,0.89,12.821280, 0.682106,0,0.84
167.25993707307,-59.41989097154,1.6155,0.0455,-15.971,0.054,1.835,0.045, 1.24e-02,  0,1.006,16.653376, 1.786050,0,0.84
167.22616553398,-59.40442457745,1.6936,0.0138,-16.713,0.015,6.308,0.013, 6.71e-03,  1,0.922,13.457908, 0.844244,0,0.84
167.0901700438,-59.55633477013,2.0872,0.0162,-10.514,0.016,5.741,0.016, 1.52e-02,  0,0.879, 9.596657, 0.120605,0,0.84
167.10214381509,-59.56614136345,2.2332,0.0352,-10.529,0.038,5.312,0.036, 1.92e-02,  0,1.212,15.665997, 1.727591,0,0.84
167.14396357333,-59.53703532438,1.8112,0.0268,-4.896,0.029,16.898,0.028, 1.24e-02,  0,0.964,15.659479, 1.362375,0,0.56
167.11288921313,-59.5207350966,2.1602,0.0564,-10.713,0.058,5.298,0.058, 1.85e-02,  0,1.019,17.092592, 2.189732,0,0.84
167.07092993917,-59.51952437748,3.0277,0.0321,-9.249,0.034,7.883,0.033, 1.94e-02,  0,1.363,15.432460, 1.868710,0,0.84
167.13977617938,-59.52187282969,1.6169,0.0827,-13.909,0.085,8.362,0.084, 1.25e-02,  0,1.294,17.369150, 2.048746,0,0.56
167.10060318688,-59.47030539423,2.1092,0.0785,-14.502,0.085,3.587,0.078, 8.73e-03,  0,0.916,17.651093, 2.427702,0,0.84
166.9792135756,-59.50719767092,1.4612,0.09,-19.559,0.09,1.083,0.09, 1.67e-02,  0,0.951,17.932901, 2.137211,0,0.66
167.03596320584,-59.48873534424,1.0011,0.0419,-21.786,0.045,-3.145,0.042, 1.24e-02,  0,1.072,16.356304, 1.203321,0,0.54
167.03252167819,-59.47654007454,1.9919,0.0119,-19.603,0.013,6.147,0.011, 1.89e-02,  0,0.818, 9.414289, 1.153933,0,0.84
167.14899900091,-59.47051022138,1.7039,0.0147,-13.295,0.016,-0.566,0.014, 1.09e-02,  0,0.932,13.977477, 0.896928,0,0.84
167.18097963869,-59.45524605901,1.302,0.0155,-20.25,0.017,-2.945,0.015, 1.32e-02,  0,0.9,13.981067, 0.932498,0,0.52
167.12652540926,-59.44285224305,2.0378,0.011,-10.221,0.012,4.954,0.011, 1.83e-02,  1,0.825,12.648096, 0.751009,0,0.84
167.19427244246,-59.41241695247,2.3105,0.5309,-2.671,0.596,3.142,0.554, 1.36e-01, 50,6.481,17.673431, 1.578915,0,0.74
167.18304994015,-59.39418990146,2.0007,0.4189,-7.325,0.487,7.586,0.421, 2.00e-01,  0,5.241,17.663680, 1.703516,0,0.8
167.12035959368,-59.39081966483,1.7785,0.068,-12.01,0.079,6.639,0.065, 1.15e-02,  0,1.024,17.268938, 2.223850,0,0.84
167.13384418776,-59.39035175923,2.053,0.062,-10.114,0.068,5.13,0.058, 1.06e-02,  1,1.014,17.095705, 2.107126,0,0.84
167.11829596635,-59.37320930589,1.6065,0.0448,-11.131,0.048,-1.203,0.044, 2.01e-03,  0,0.952,16.608507, 1.672742,0,0.78
167.84635505159,-59.629405816,1.7836,0.0118,-12.936,0.012,-0.838,0.012, 7.46e-03,  0,0.911,12.748477, 0.787512,0,0.84
167.91584958179,-59.59318410992,1.3498,0.4076,-13.974,0.44,3.973,0.437, 7.55e-02, 39,11.334,16.101967, 1.152136,0,0.54
167.91265662675,-59.5934411951,0.9997,0.0292,-22.242,0.032,-3.195,0.031, 7.73e-03,  0,1.021,15.573401, 1.048237,0,0.54
167.93777818577,-59.58764287758,1.6222,0.0442,-8.103,0.049,8.445,0.05, 8.58e-03, 17,1.042,16.385347, 1.516218,0,0.76
167.7079972591,-59.5855783821,1.373,0.0212,-13.113,0.024,2.477,0.021, 1.50e-02,  0,0.825, 9.720198,-0.040734,0,0.9
167.91892698699,-59.54057195342,1.2629,0.0139,-11.296,0.016,1.711,0.016, 5.02e-03,  0,0.87,13.490049, 0.760072,0,0.5
167.91226800334,-59.54313178971,1.526,0.5125,-8.155,0.578,4.416,0.55, 2.19e-01, 52,8.556,17.598162, 1.366091,0,0.64
167.94164235711,-59.52305829116,2.8058,0.3243,-7.701,0.39,5.927,0.353, 1.16e-01,  5,4.901,17.173746, 1.531698,0,0.84
167.98465507654,-59.51884197967,3.5503,0.234,-17.122,0.265,-0.346,0.258, 7.18e-02,  0,4.558,16.567091, 2.662744,0,0.74
167.92766415641,-59.49263716009,1.5454,0.228,-16.059,0.285,5.583,0.253, 5.84e-02, 15,2.341,17.920210, 1.940039,0,0.62
167.91455991383,-59.49225882523,1.7639,0.0141,-8.811,0.017,9.091,0.015, 1.29e-02,  0,0.774,10.146138, 0.338623,0,0.84
167.89471220067,-59.47250901651,1.7634,0.0925,-17.898,0.119,3.971,0.097, 5.09e-03,  2,1.165,17.667618, 2.145094,0,0.84
167.74886788441,-59.43588884994,2.4125,0.1619,-11.32,0.204,4.669,0.214, 2.73e-02, 10,2.698,17.267763, 2.295969,0,0.84
167.6923701945,-59.5631877161,2.7504,0.6047,-8.548,0.648,9.098,0.571, 1.21e-01, 57,22.098,15.733294, 1.227622,0,0.82
167.69319592377,-59.54319058491,2.2387,0.012,-16.851,0.013,10.855,0.012, 1.60e-02,  1,0.942,13.167576, 0.884345,0,0.8
167.69204216592,-59.52573951408,1.5221,0.1105,-7.955,0.129,9.439,0.117, 1.23e-02,  1,1.483,17.606127, 1.776098,0,0.66
167.6615036025,-59.50120426378,1.6991,0.021,-9.518,0.025,0.341,0.024, 1.75e-02,  1,1.169,14.450704, 1.055646,0,0.84
167.56864637018,-59.51297578587,2.0932,0.0174,-10.267,0.021,5.304,0.018, 6.61e-02,  0,0.676, 8.369945, 0.110641,0,0.84
167.48498548416,-59.49701707878,5.4855,0.0352,-20.326,0.04,-2.849,0.035, 5.30e-03,  0,0.946,16.051710, 2.692924,0,0.74
167.49090479769,-59.45460085335,1.324,0.4037,-12.41,0.443,3.451,0.41, 1.55e-01, 51,4.875,17.786026, 1.445211,0,0.64
167.56196499528,-59.45763061354,1.3648,0.0141,-12.376,0.016,2.386,0.015, 1.33e-02,  0,0.922,12.950212, 0.641574,0,0.98
167.53499881015,-59.42812279943,1.4242,0.3103,-5.019,0.355,8.7,0.311, 8.86e-02, 23,3.668,17.967001, 1.574579,0,0.56
167.50084289865,-59.41723967314,1.7169,0.025,-24.941,0.03,-2.878,0.023, 5.62e-03,  0,0.947,15.153090, 1.327343,0,0.84
167.69253120421,-59.44881949704,1.9489,0.0245,-19.375,0.03,6.101,0.029, 1.93e-02,  0,1.562,13.953812, 0.964809,0,0.84
167.74043818815,-59.44112433384,1.4386,0.1864,-12.553,0.254,6.238,0.249, 5.73e-02, 85,6.5,15.508562, 1.109637,0,0.54
167.73285094103,-59.44767712091,1.6321,0.2341,-10.473,0.333,4.83,0.301, 8.91e-02, 39,3.524,17.604923, 2.021921,0,0.64
167.70106124928,-59.44451489352,1.9782,0.0777,-10.164,0.094,5.157,0.092, 1.54e-02,  0,1.026,17.445770, 2.311235,0,0.84
167.65291755069,-59.43197112708,1.3891,0.0477,-13.324,0.059,0.957,0.056, 7.57e-03,  0,2.215,15.069467, 1.311061,0,0.96
167.72951412182,-59.39932483613,1.9652,0.4433,-19.812,0.553,3.514,0.489, 1.39e-01, 76,21.742,14.932606, 0.927121,0,0.72
167.62572575427,-59.39370610715,1.9126,0.0176,-15.358,0.022,8.448,0.02, 1.25e-02,  0,1.08,14.190777, 1.200233,0,0.84
167.50226249059,-59.39117867413,1.7219,0.0386,-10.021,0.046,0.555,0.041, 1.68e-02, 39,1.239,10.500552, 0.192490,0,0.84
167.61720037739,-59.34733473993,1.7913,0.0109,-15.009,0.013,2.061,0.012, 1.17e-02, 12,0.85,12.407658, 0.740660,0,0.84
168.00151005725,-59.44225083161,2.6931,0.0276,-12.316,0.032,-0.799,0.03, 1.49e-02,  0,0.956,15.536458, 1.720958,0,0.84
167.90348402801,-59.43251399032,2.0263,0.0597,-8.693,0.069,8.471,0.062, 9.35e-03,  1,0.956,17.079113, 2.153971,0,0.84
167.92360394367,-59.39136566271,2.1131,0.0274,-10.556,0.03,4.753,0.028, 1.30e-02,  0,0.992, 8.030112, 0.028018,0,0.84
167.85498183526,-59.41620174563,2.6559,0.7193,5.531,0.806,23.86,0.764, 2.42e-01, 42,9.144,17.232714, 1.291379,0,0.74
167.84764274749,-59.40536777489,2.0344,0.0238,-8.648,0.026,8.352,0.023, 1.11e-02,  0,0.891,15.129644, 1.391336,0,0.84
167.82009312924,-59.38803652165,4.8434,0.4938,-11.601,0.6,2.849,0.547, 1.68e-01, 57,8.479,17.045202, 1.589898,0,0.74
167.91226318745,-59.34769416457,1.3987,0.0769,-12.064,0.089,2.968,0.079, 2.96e-02,  0,1.163,17.360079, 1.829706,0,0.82
167.80075265513,-59.3346001391,1.2343,0.1073,-13.945,0.112,-0.546,0.128, 8.68e-02, 81,7.31,13.766148, 0.826255,0,0.54
