ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,IPDgofha,IPDfmp,ruwe,phot_g_mean_mag,bp_rp,VarFlag,NSS,RAJ2000,DEJ2000,prob
132.89626694475,10.81588827496,1.9455,0.3287,-21.637,0.353,-5.901,0.242, 6.33e-02,  0,1.039,19.437483, 2.646565,NOT_AVAILABLE,0,132.89636484955, 10.81591450004,0.88
132.85777409551,10.85066504086,1.3637,0.7057,-13.572,0.738,-13.756,0.463, 4.82e-02,  0,1.092,20.367352, 2.532766,NOT_AVAILABLE,0,132.85783551345, 10.85072618073,0.54
132.95163520735,10.89943080106,1.1373,0.0974,-17.273,0.102,-18.554,0.076, 3.27e-02,  0,0.996,17.602127, 1.714304,NOT_AVAILABLE,0,132.95171338576, 10.89951326374,0.8
132.87874255046,10.89047611686,1.6753,0.4578,-15.13,0.512,-15.532,0.427, 4.28e-02,  0,1.034,19.886835, 2.105349,NOT_AVAILABLE,0,132.87881103033, 10.89054514631,0.7
132.92106477572,10.91439300032,2.701,0.5583,-10.53,0.597,-2.577,0.432, 2.25e-02,  1,1.031,20.172865, 1.981072,NOT_AVAILABLE,0,132.92111243986, 10.91440445280,0.86
132.86179820206,10.91379638823,1.3124,0.0354,-17.714,0.038,-18.124,0.03, 2.53e-02,  0,1.062,15.525223, 1.215688,NOT_AVAILABLE,0,132.86187838264, 10.91387694062,0.84
132.97520023004,10.95594668591,2.038,0.1998,-19.228,0.221,0.095,0.169, 1.80e-01,  0,2.917,16.959923, 2.378366,NOT_AVAILABLE,0,132.97528727280, 10.95594626169,0.92
133.02398266826,10.93408273142,3.022,0.1665,-15.283,0.177,-8.064,0.142, 1.74e-02,  0,1.03,18.400576, 2.932943,VARIABLE     ,0,133.02405184957, 10.93411857307,0.86
133.04787580088,10.95085955683,2.4661,0.0422,-22.849,0.043,16.368,0.033, 1.68e-02,  0,0.971,15.771461, 1.685979,NOT_AVAILABLE,0,133.04797923611, 10.95078680846,0.92
133.04937614602,10.97013703386,4.5337,0.0135,-18.556,0.014,2.551,0.012, 3.27e-02,  1,0.873,10.516026, 0.761573,NOT_AVAILABLE,0,133.04946015069, 10.97012569448,0.7
132.90458217981,10.964169901,2.5179,0.2338,-7.887,0.28,-8.115,0.193, 4.06e-02,  0,0.985,19.013450, 2.906445,NOT_AVAILABLE,0,132.90461788635, 10.96420596545,0.68
132.7835838366,10.92912967388,1.4311,0.1766,-18.161,0.18,-23.07,0.115, 1.89e-02,  0,1.031,18.145680, 2.466969,NOT_AVAILABLE,0,132.78366604425, 10.92923220601,0.78
132.80091521623,10.9481641406,2.7833,0.5749,-8.931,0.67,6.92,0.452, 1.45e-02,  0,1.059,20.126394, 2.357748,NOT_AVAILABLE,0,132.80095564576, 10.94813338487,0.78
132.8629659727,10.9504369066,1.5654,0.0784,-13.093,0.085,-0.375,0.069, 1.04e-02,  0,0.978,17.202896, 1.852959,NOT_AVAILABLE,0,132.86302524467, 10.95043857219,0.86
132.82984792666,10.95027020929,3.4971,1.5211,-5.447,1.552,2.086,1.095, 1.55e-01,  0,1.022,20.710260, 1.951961,NOT_AVAILABLE,0,132.82987258551, 10.95026093933,0.6
132.76619483981,10.93635595729,2.1642,0.2651,-12.315,0.296,-12.597,0.193, 1.18e-02,  0,1.056,19.033330, 2.510223,NOT_AVAILABLE,0,132.76625058397, 10.93641194450,0.84
132.7965379894,11.00777654421,0.6822,0.0669,-17.916,0.072,-12.311,0.048, 5.79e-02,  0,0.981,16.754921, 1.112095,VARIABLE     ,0,132.79661910799, 11.00783125764,0.92
132.79313709288,11.01840835413,0.8111,1.0808,-17.403,1.566,-2.998,0.881, 1.38e-01,  0,1.036,20.111673,         ,NOT_AVAILABLE,0,132.79321589021, 11.01842168038,0.74
132.7926827855,11.0185721333,1.1442,0.3481,-17.913,0.364,-2.716,0.279, 7.60e-02, 95,14.091,14.387417, 0.768839,NOT_AVAILABLE,0,132.79276389502, 11.01858420640,0.92
132.89041717544,10.98413273952,1.1235,0.195,-19.483,0.228,-1.916,0.162, 3.66e-02,  0,1.014,18.713871, 2.353813,NOT_AVAILABLE,0,132.89050538409, 10.98414125318,0.94
132.90807721138,11.02471298867,3.0306,0.1801,-5.982,0.201,-8.583,0.142, 2.71e-02,  0,0.987,18.570066, 2.672428,NOT_AVAILABLE,0,132.90810429910, 11.02475113681,0.74
132.91020313069,11.0333419403,2.7079,0.3799,-20.679,0.443,-7.156,0.302, 1.25e-02,  0,0.985,19.736700, 2.587397,NOT_AVAILABLE,0,132.91029676630, 11.03337374637,0.82
132.93855762496,11.06251844433,2.306,0.0447,-15.968,0.051,-15.521,0.038, 3.96e-02,  0,0.998,15.851846, 1.869833,NOT_AVAILABLE,0,132.93862993744, 11.06258742580,0.8
132.94028755111,11.06331078958,2.0066,0.2211,-17.387,0.262,-15.855,0.179, 1.45e-02,  0,0.957,18.702630, 2.465164,NOT_AVAILABLE,0,132.94036629071, 11.06338125556,0.8
132.930271402,11.05837964665,0.5745,0.4877,-15.963,0.587,1.102,0.384, 1.70e-02,  0,1.003,19.966620, 1.915396,NOT_AVAILABLE,0,132.93034369224, 11.05837475082,0.78
132.82024595195,11.03824204907,0.8151,0.0207,-14.49,0.023,-0.195,0.017, 5.34e-02, 73,1.026,14.252213, 0.920218,NOT_AVAILABLE,0,132.82031156768, 11.03824291689,0.72
132.82885744045,11.04700501222,2.5717,0.1062,-9.177,0.122,-19.827,0.083, 4.64e-02,  0,0.995,17.653933, 2.382286,NOT_AVAILABLE,0,132.82889899554, 11.04709313177,0.8
132.99104976056,11.03838631929,2.6962,0.3873,-10.158,0.423,-8.113,0.32, 2.99e-02,  0,1.024,19.651356, 2.460272,NOT_AVAILABLE,0,132.99109576046, 11.03842237784,0.88
133.01582716927,11.04567202795,1.28,0.0502,-19.703,0.054,-16.708,0.042, 2.82e-02,  0,1.158,16.016317, 1.261590,NOT_AVAILABLE,0,133.01591638972, 11.04574628661,0.78
133.02835222649,11.05496066313,1.1733,0.0212,-14.274,0.022,-2.67,0.018, 4.08e-02,  0,1.014,14.235655, 0.779275,NOT_AVAILABLE,0,133.02841686465, 11.05497253112,0.92
133.06839026487,11.06733448765,4.3453,1.9859,-4.39,1.903,3.833,1.631, 3.90e-02,  3,1.008,20.841677, 0.883553,NOT_AVAILABLE,0,133.06841014365, 11.06731745391,0.58
133.19950585689,11.14285908108,3.241,0.7148,-2.645,0.728,-4.423,0.557, 1.81e-01, 48,16.881,15.893440, 1.641195,NOT_AVAILABLE,0,133.19951783756, 11.14287873982,0.52
133.11291282582,11.08999260968,1.4844,0.5376,-10.664,0.565,-2.355,0.415, 2.92e-02,  0,1.008,20.059322, 2.283524,NOT_AVAILABLE,0,133.11296112245, 11.09000307670,0.5
133.13320377022,11.1221908656,2.7581,0.1825,-9.994,0.188,-1.71,0.132, 2.51e-02,  1,0.961,18.469585, 2.677500,NOT_AVAILABLE,0,133.13324903908, 11.12219846736,0.88
133.11888877458,11.14831373894,0.7585,0.0253,-14.072,0.027,-6.047,0.021, 3.47e-02,  0,1.006,14.765339, 0.841352,NOT_AVAILABLE,0,133.11895252037, 11.14834061427,0.72
133.1234039863,11.1445185543,2.5525,0.1346,-16.335,0.139,1.976,0.1, 2.68e-02,  0,0.981,17.906390, 2.550808,NOT_AVAILABLE,0,133.12347797944, 11.14450977080,0.92
133.15848277497,11.17825872896,1.1898,1.0116,-14.289,1.111,-12.253,0.851, 1.05e-02,  0,1.131,20.622246, 2.192684,NOT_AVAILABLE,0,133.15854751165, 11.17831318602,0.64
132.98800263322,11.05961448887,1.2526,0.0806,-12.368,0.091,5.456,0.07, 2.78e-02,  0,1.04,17.133694, 1.866421,NOT_AVAILABLE,0,132.98805864141, 11.05959024076,0.8
132.99457445107,11.07936733485,-0.0784,0.351,-25.795,0.374,-25.719,0.283, 5.14e-02,  0,1.032,19.414064, 1.664791,NOT_AVAILABLE,0,132.99469127316, 11.07948163945,0.6
133.00752707959,11.08163520008,2.3374,0.139,-14.797,0.156,11.791,0.127, 3.39e-02,  0,0.995,18.063368, 2.483427,NOT_AVAILABLE,0,133.00759409423, 11.08158279488,0.94
133.00833453536,11.09818347346,1.7846,0.0311,-14.579,0.034,-2.625,0.027, 3.23e-02,  0,0.965,15.315439, 1.272803,NOT_AVAILABLE,0,133.00840056735, 11.09819513904,0.92
133.00647429756,11.11820136156,1.8029,0.9888,-10.461,1.097,-2.357,0.73, 3.43e-02,  0,1.001,20.578934, 2.102545,NOT_AVAILABLE,0,133.00652168094, 11.11821183604,0.62
132.96463395316,11.1211939644,1.1652,0.0171,-11.052,0.019,-2.941,0.014, 4.10e-02,  0,1.208,12.186009, 1.145393,NOT_AVAILABLE,0,132.96468401255, 11.12120703658,0.68
132.94658928326,11.12117064383,0.698,0.3439,-12.483,0.383,2.5,0.264, 5.91e-02,  0,1.084,19.337719, 2.166691,NOT_AVAILABLE,0,132.94664582438, 11.12115953064,0.58
132.92390289809,11.12534703542,2.0607,0.516,-9.323,0.601,-2.289,0.412, 4.92e-02,  0,1.093,19.892862, 2.261210,NOT_AVAILABLE,0,132.92394512787, 11.12535720861,0.88
132.96064917204,11.16132120031,0.8124,0.3929,-13.221,0.468,-4.809,0.319, 5.25e-02,  0,1.031,19.586530, 1.484831,NOT_AVAILABLE,0,132.96070906643, 11.16134257252,0.8
132.98266803476,11.15865339866,1.9119,0.0262,-11.871,0.029,-6.159,0.022, 4.43e-02,  0,1.198,11.624082, 0.547610,NOT_AVAILABLE,0,132.98272181131, 11.15868077361,0.94
133.07615358286,11.12325406553,1.5282,0.4088,-22.177,0.486,1.496,0.335, 3.28e-02,  0,0.98,19.693237, 2.301315,NOT_AVAILABLE,0,133.07625403376, 11.12324741474,0.92
133.07079809794,11.15063805685,1.5209,0.1457,-11.174,0.155,-2.91,0.114, 4.36e-02,  0,1.036,17.997013, 2.064995,NOT_AVAILABLE,0,133.07084871710, 11.15065099085,0.88
133.03805686291,11.1554165825,1.9682,1.0609,-9.407,1.096,-2.831,0.791, 1.58e-02,  0,1.114,20.484896, 2.322121,NOT_AVAILABLE,0,133.03809947643, 11.15542916426,0.6
133.07277679494,11.18121592406,3.1637,0.019,-10.465,0.02,-6.769,0.014, 5.46e-02,  0,1.119,13.005664, 1.007239,NOT_AVAILABLE,0,133.07282420468, 11.18124600956,0.76
133.10396831029,11.17417051281,1.1064,0.0213,-10.964,0.022,-2.889,0.016, 6.13e-02,  0,1.048,14.205034, 0.806526,NOT_AVAILABLE,0,133.10401797960, 11.17418335141,0.58
133.04334331104,11.18664718098,2.136,1.0683,-9.656,1.21,1.364,0.804, 1.09e-01,  0,1.032,20.579327, 1.482685,NOT_AVAILABLE,0,133.04338705610, 11.18664111720,0.82
133.02154046988,11.22379677873,2.5239,0.2233,-17.743,0.25,16.049,0.177, 5.34e-02,  1,0.996,18.725426, 2.419975,NOT_AVAILABLE,0,133.02162086552, 11.22372544965,0.94
133.07869785484,11.23285696001,0.8124,1.4141,-16.843,1.756,0.339,1.07, 1.17e-01,  0,1.112,20.642267, 1.726273,NOT_AVAILABLE,0,133.07877417538, 11.23285545314,0.7
133.05495582912,11.24533356624,0.9391,0.5282,-10.429,0.591,-3.6,0.387, 1.68e-02,  0,1.081,19.900301, 2.080967,NOT_AVAILABLE,0,133.05500308958, 11.24534956587,0.5
132.73115601603,10.97844821691,1.5145,0.0582,-19.539,0.064,-3.08,0.045, 4.06e-02,  0,0.995,16.537106, 1.713830,NOT_AVAILABLE,0,132.73124447511, 10.97846190551,0.92
132.68464247765,11.0053222129,2.8977,0.121,-16.233,0.132,21.722,0.089, 2.10e-02,  0,1.033,17.714317, 2.387459,NOT_AVAILABLE,0,132.68471597371, 11.00522567244,0.9
132.76477773377,11.01956092479,2.1814,0.3878,-23.724,0.403,-5.457,0.265, 9.87e-02,  0,5.919,16.565788, 1.673636,NOT_AVAILABLE,0,132.76488515647, 11.01958517987,0.82
132.74561180465,11.0193104792,1.5959,0.1601,-11.888,0.173,-2.283,0.117, 4.21e-02, 32,3.319,16.231169, 1.401231,NOT_AVAILABLE,0,132.74566563226, 11.01932062510,0.8
132.76674517878,11.06432576257,2.5158,0.2191,-20.488,0.238,20.728,0.155, 1.36e-02,  0,0.966,18.784643, 2.732245,NOT_AVAILABLE,0,132.76683795944, 11.06423363738,0.92
132.81574997207,11.05557647545,1.093,0.1424,-15.653,0.166,0.91,0.112, 5.09e-02,  1,0.985,18.181940, 2.026802,NOT_AVAILABLE,0,132.81582085471, 11.05557243042,0.92
132.87292926581,11.11434301177,3.1932,0.0239,-3.693,0.027,0.079,0.019, 3.66e-02,  0,1.005,14.636124, 1.500092,NOT_AVAILABLE,0,132.87294599328, 11.11434266051,0.72
132.87283487705,11.12154359244,1.1712,0.203,-17.798,0.222,-2.673,0.149, 3.65e-02,  0,0.976,18.609674, 2.149303,NOT_AVAILABLE,0,132.87291549498, 11.12155547396,0.94
132.74107060453,11.09094708015,2.2092,0.7642,-17.138,0.863,-15.199,0.559, 6.88e-02,  0,1.01,20.528786, 1.050192,NOT_AVAILABLE,0,132.74114822511, 11.09101462940,0.8
132.78695014038,11.09859586557,1.642,0.1052,-11.412,0.116,-7.918,0.082, 4.11e-02,  0,1.012,17.683323, 2.225538,NOT_AVAILABLE,0,132.78700182751, 11.09863105887,0.9
132.79076911877,11.11071154091,1.0707,0.3484,-11.491,0.385,-2.692,0.258, 1.19e-02,  0,0.993,19.516375, 2.212936,NOT_AVAILABLE,0,132.79082116618, 11.11072350598,0.62
132.83324743827,11.14486607103,2.3511,0.1588,-16.337,0.176,11.577,0.138, 1.06e-02,  0,0.975,18.319290, 2.734398,NOT_AVAILABLE,0,132.83332144501, 11.14481461941,0.92
132.77715884507,11.13356938003,1.2355,0.0237,-18.491,0.026,2.779,0.02, 4.75e-02,  2,1.029,14.617551, 0.903723,NOT_AVAILABLE,0,132.77724260230, 11.13355702906,0.94
132.59849007812,11.07482895103,1.2205,0.1718,-21.104,0.186,-13.629,0.125, 1.20e-02,  0,0.964,18.359358, 2.142034,NOT_AVAILABLE,0,132.59858565432, 11.07488952479,0.82
132.67741719229,11.09339693241,1.3066,0.2864,-23.089,0.311,-6.135,0.199, 2.80e-02,  0,1.112,19.047960, 2.530809,NOT_AVAILABLE,0,132.67752176537, 11.09342419739,0.86
132.67479397691,11.09405746489,1.7832,0.0897,-14.531,0.096,4.411,0.062, 8.25e-03,  0,1.031,17.172216, 1.892149,NOT_AVAILABLE,0,132.67485979011, 11.09403786150,0.92
132.67456089611,11.09631733017,1.8576,0.3837,-14.275,0.417,4.222,0.253, 2.49e-02,  0,0.995,19.447840, 2.370365,NOT_AVAILABLE,0,132.67462554795, 11.09629856382,0.9
132.59885029878,11.08838601016,1.9947,1.2314,-11.768,1.324,-7.381,0.868, 3.41e-02,  0,1.077,20.515715, 1.876776,NOT_AVAILABLE,0,132.59890359406, 11.08841881294,0.56
132.59333914707,11.11413669224,1.4722,0.1262,-10.054,0.135,2.704,0.093, 3.44e-02,  3,5.094,14.596778, 1.118505,NOT_AVAILABLE,0,132.59338468718, 11.11412467297,0.64
132.56660491043,11.09886256787,1.2983,0.0468,-13.261,0.05,-7.525,0.034, 4.59e-03,  1,1.059,15.827636, 1.159291,NOT_AVAILABLE,0,132.56666497292, 11.09889601127,0.86
132.61426604812,11.17574246171,1.1377,0.4324,-14.576,0.472,0.59,0.302, 2.04e-02,  0,1.001,19.637163, 2.024279,NOT_AVAILABLE,0,132.61433208234, 11.17573983964,0.86
132.68926185066,11.15457828078,1.2271,0.2303,-10.735,0.255,-2.963,0.176, 1.12e-02,  0,1.02,18.740095, 2.635761,NOT_AVAILABLE,0,132.68931048253, 11.15459145186,0.66
132.7338293426,11.16898553124,1.1513,0.1205,-10.674,0.143,-2.94,0.098, 4.15e-02,  0,1.637,17.021214, 1.948530,NOT_AVAILABLE,0,132.73387769724, 11.16899859629,0.7
132.70703582396,11.16552570346,2.2675,0.0272,-6.5,0.029,-11.839,0.019, 1.42e-02,  0,0.975,14.870048, 1.282376,NOT_AVAILABLE,0,132.70706527048, 11.16557832149,0.82
132.78235374072,11.20306935494,2.0639,0.9766,-9.147,1.225,-10.79,0.788, 1.80e-02,  0,1.133,20.555946, 1.941851,NOT_AVAILABLE,0,132.78239518445, 11.20311730928,0.64
132.67161973205,11.16535637254,2.0253,0.2985,-7.212,0.315,2.993,0.202, 2.01e-02,  0,1.007,19.147852, 2.578793,NOT_AVAILABLE,0,132.67165240356, 11.16534306846,0.68
132.6369925682,11.17954808697,0.1873,0.9179,-14.474,1.021,-0.072,0.69, 2.64e-02,  0,1.078,20.412249, 2.057829,NOT_AVAILABLE,0,132.63705814140, 11.17954840545,0.54
132.66109909686,11.20356562652,1.1201,0.0213,-10.662,0.022,-2.851,0.014, 2.08e-02,  0,0.971,14.015148, 0.780463,NOT_AVAILABLE,0,132.66114740335, 11.20357829765,0.74
132.67516155399,11.21708771564,1.0429,0.0332,-13.12,0.035,1.737,0.025, 1.76e-02,  0,0.974,15.350575, 0.948931,NOT_AVAILABLE,0,132.67522100089, 11.21707999706,0.84
132.70225956404,11.2012960638,1.1456,0.1029,-11.094,0.111,-2.952,0.072, 2.11e-02,  1,0.952,17.501936, 1.863480,NOT_AVAILABLE,0,132.70230982736, 11.20130918417,0.82
132.70286338219,11.21943165195,1.1749,0.0516,-10.983,0.055,-2.984,0.039, 1.62e-02,  0,1.004,16.286080, 1.342718,NOT_AVAILABLE,0,132.70291314819, 11.21944491428,0.84
132.7023743856,11.25125514053,0.922,0.0231,-11.448,0.027,0.993,0.021, 3.42e-02,  0,0.985,14.555778, 0.834167,NOT_AVAILABLE,0,132.70242626152, 11.25125072775,0.82
132.71598058623,11.25671975914,1.171,0.088,-11.042,0.103,-2.98,0.069, 3.61e-02,  1,0.946,17.292961, 1.804449,NOT_AVAILABLE,0,132.71603062552, 11.25673300173,0.88
132.8827022447,11.15252050217,1.3564,0.3599,-10.898,0.387,-2.686,0.285, 3.23e-02,  0,1.029,19.563501, 2.183453,NOT_AVAILABLE,0,132.88275161477, 11.15253243973,0.78
132.88444377957,11.16122184627,2.1165,0.3674,-5.186,0.395,9.267,0.3, 2.32e-02,  0,1.081,19.378561, 2.684664,NOT_AVAILABLE,0,132.88446727350, 11.16118065985,0.62
132.94104480715,11.18884896512,1.9673,0.1886,-8.662,0.199,-8.252,0.152, 3.10e-02,  0,0.994,18.484018, 2.661108,NOT_AVAILABLE,0,132.94108405087, 11.18888564173,0.92
132.9110857043,11.20043171708,1.7192,0.1918,-25.361,0.21,-9.993,0.161, 3.02e-02,  0,1.091,18.375467, 2.719627,NOT_AVAILABLE,0,132.91120060677, 11.20047612980,0.78
132.91206391451,11.19414674939,1.1634,0.0163,-10.914,0.018,-2.917,0.014, 4.65e-02,  0,0.941,13.480872, 0.743459,NOT_AVAILABLE,0,132.91211336293, 11.19415971596,0.86
132.94134028817,11.20069052179,1.2286,0.0512,-10.812,0.053,-2.638,0.042, 1.42e-02,  0,0.999,16.159880, 1.281639,NOT_AVAILABLE,0,132.94138927636, 11.20070224554,0.86
132.87739436127,11.18350482198,1.1747,0.016,-11.094,0.017,-2.696,0.013, 4.94e-02,  0,0.973,12.741864, 0.723076,NOT_AVAILABLE,0,132.87744462057, 11.18351680439,0.88
132.81992630973,11.18998365649,1.1695,0.0353,-10.938,0.038,-2.642,0.027, 2.67e-02,  1,1.068,15.425825, 1.065772,NOT_AVAILABLE,0,132.81997586378, 11.18999539819,0.84
132.8481951927,11.20044615385,1.287,1.0476,-11.339,1.207,-13.775,0.73, 1.10e-01,  0,1.087,20.449812, 2.270403,NOT_AVAILABLE,0,132.84824656552, 11.20050737793,0.66
132.85544170133,11.21172774803,0.9356,0.0707,-10.763,0.075,-2.833,0.056, 1.10e-02,  0,1.136,16.588043, 1.483176,NOT_AVAILABLE,0,132.85549046943, 11.21174033851,0.7
132.86528349381,11.20717587844,1.2893,0.3867,-9.818,0.415,-3.688,0.293, 1.00e-02,  0,1.023,19.518694, 2.174103,NOT_AVAILABLE,0,132.86532797891, 11.20719227059,0.7
132.89462494483,11.22080800649,0.9352,0.6741,-10.277,0.756,-1.552,0.508, 3.08e-02,  0,1.022,20.214224, 2.082401,NOT_AVAILABLE,0,132.89467150943, 11.22081490399,0.56
132.89871765196,11.22496482872,2.8748,0.1581,-2.021,0.177,1.178,0.142, 4.51e-02, 27,5.611,14.970263, 1.747499,NOT_AVAILABLE,0,132.89872681106, 11.22495959237,0.62
132.88866177425,11.24187724335,1.5214,0.0234,-8.669,0.025,-2.289,0.02, 2.53e-02,  0,1.059,14.435838, 0.970462,NOT_AVAILABLE,0,132.88870105898, 11.24188741552,0.84
132.95093840027,11.21573450176,2.3593,2.0911,-21.327,2.239,-1.03,1.308, 5.54e-02,  0,1.126,20.852633, 1.837257,NOT_AVAILABLE,0,132.95103503274, 11.21573907845,0.8
132.98253379718,11.23516529186,1.26,0.1426,-12.237,0.15,4.59,0.116, 4.46e-02,  0,0.975,18.082186, 1.868683,NOT_AVAILABLE,0,132.98258924729, 11.23514489084,0.92
132.97939581496,11.2282253744,2.0732,0.3565,-7.267,0.381,2.779,0.316, 1.41e-01, 17,7.814,16.872313, 1.221636,NOT_AVAILABLE,0,132.97942874372, 11.22821302256,0.8
133.00836574203,11.27285002798,1.0718,0.1654,-11.218,0.172,-3.111,0.146, 4.57e-02,  0,1.045,18.136650, 2.060591,NOT_AVAILABLE,0,133.00841658050, 11.27286385414,0.86
133.0221133229,11.26549553177,1.4758,0.1559,-11.865,0.156,-15.672,0.112, 2.89e-02,  0,0.983,18.135185, 2.080896,NOT_AVAILABLE,0,133.02216709269, 11.26556518654,0.9
132.94069312232,11.25598096531,1.1254,0.0308,-10.969,0.033,-2.632,0.025, 3.03e-02,  0,0.929,15.100947, 0.973754,NOT_AVAILABLE,0,132.94074282782, 11.25599266195,0.88
132.95147548052,11.30215839172,1.1387,0.0237,-11.182,0.027,-2.78,0.02, 3.42e-02,  0,1.021,14.418489, 0.848190,NOT_AVAILABLE,0,132.95152615941, 11.30217074922,0.92
132.76425972016,11.22563807588,1.3875,0.1339,-10.537,0.15,-2.794,0.103, 4.23e-03,  0,1.024,18.072803, 2.048088,NOT_AVAILABLE,0,132.76430746373, 11.22565049280,0.88
132.79710936181,11.23202836705,0.9957,0.1558,-9.533,0.17,6.935,0.116, 1.92e-02,  0,1.041,18.216948, 2.036686,NOT_AVAILABLE,0,132.79715256016, 11.23199754296,0.68
132.79701077536,11.25171692963,0.8197,0.0242,-13.413,0.025,-3.781,0.018, 1.85e-02,  0,0.981,14.510923, 0.838161,NOT_AVAILABLE,0,132.79707155542, 11.25173373204,0.92
132.84254232577,11.26892873574,3.3808,0.9125,-11.053,1.075,-1.789,0.669, 5.40e-02,  0,0.967,20.425533,-0.246918,NOT_AVAILABLE,0,132.84259241589, 11.26893668469,0.8
132.75904124471,11.22804513268,1.3402,0.1544,-10.567,0.173,-2.698,0.119, 9.23e-03,  0,0.999,18.302986, 2.176039,NOT_AVAILABLE,0,132.75908912345, 11.22805712514,0.88
132.79443679946,11.26676458321,1.1278,0.0235,-11.054,0.024,-2.752,0.018, 3.46e-02,  0,1.011,14.549197, 1.030770,NOT_AVAILABLE,0,132.79448689200, 11.26677681267,0.84
132.75380823012,11.28447238756,2.0843,1.0915,-11.33,1.748,0.427,0.916, 9.35e-03,  0,1.096,20.616817, 1.631292,NOT_AVAILABLE,0,132.75385957708, 11.28447048940,0.7
132.74876895883,11.29177629112,2.9984,0.3258,-0.979,0.448,-6.038,0.254, 1.92e-02,  3,1.336,18.667011, 0.633048,NOT_AVAILABLE,0,132.74877339649, 11.29180312515,0.56
132.82783049165,11.28678519841,3.9166,0.0166,-14.491,0.017,-7.575,0.013, 4.26e-02,  0,1.061,10.747450, 0.636044,NOT_AVAILABLE,0,132.82789616632, 11.28681886634,0.66
132.82798905216,11.28728214956,3.3969,0.0809,-15.795,0.089,-7.599,0.067, 2.35e-02,  0,1.134,16.046759,         ,NOT_AVAILABLE,0,132.82806063638, 11.28731592136,0.82
132.79357301138,11.3039310227,1.1847,0.2464,-11.05,0.261,-3.173,0.179, 5.43e-02,  0,1.087,18.867340, 2.369425,NOT_AVAILABLE,0,132.79362309568, 11.30394512375,0.92
132.77294332327,11.30686543238,2.371,0.7581,-11.165,0.993,-4.048,0.581, 2.61e-02,  0,1.005,20.365050, 2.242109,NOT_AVAILABLE,0,132.77299392594, 11.30688342489,0.9
132.80129811119,11.31075419394,1.1511,0.0186,-10.82,0.019,-2.8,0.014, 4.38e-02,  0,0.982,13.909688, 0.774783,NOT_AVAILABLE,0,132.80134715418, 11.31076663921,0.9
132.82324495428,11.32104457462,1.3918,0.8175,-8.996,0.866,-2.123,0.585, 2.39e-02,  0,1.001,20.439718, 1.662268,NOT_AVAILABLE,0,132.82328572932, 11.32105400814,0.72
132.7945565159,11.3171109092,1.137,0.0951,-11.087,0.098,-2.906,0.07, 2.76e-02,  0,0.933,17.255587, 1.729891,NOT_AVAILABLE,0,132.79460676643, 11.31712382491,0.92
132.8892834799,11.27154256947,2.9388,1.7033,-6.16,2.536,-5.836,2.403, 1.14e-01,  0,0.937,20.833036, 1.801849,NOT_AVAILABLE,0,132.88931139395, 11.27156850663,0.5
132.89725585846,11.30408400834,0.7905,0.9349,-8.8,1.139,-2.639,0.703, 1.32e-01,  0,0.971,20.567703, 1.578001,NOT_AVAILABLE,0,132.89729574449, 11.30409573736,0.62
132.85795126516,11.29373009336,0.8636,0.2424,-11.33,0.266,-2.794,0.192, 4.78e-02,  0,0.966,18.914152, 2.371988,NOT_AVAILABLE,0,132.85800261611, 11.29374251249,0.86
132.94752265986,11.32065103833,3.7056,1.3876,-3.711,1.574,-4.739,1.045, 2.88e-02,  0,1.024,20.674599, 1.932432,NOT_AVAILABLE,0,132.94753948127, 11.32067210231,0.52
132.95089725006,11.33274810872,1.221,0.0349,-10.99,0.037,-2.802,0.029, 3.09e-02,  0,0.933,15.412397, 1.053966,VARIABLE     ,0,132.95094706587, 11.33276056172,0.94
132.91876295298,11.35203094298,0.5649,0.7378,-8.658,0.844,0.013,0.554, 4.62e-02,  0,1.009,20.181393, 2.248856,NOT_AVAILABLE,0,132.91880220027, 11.35203088432,0.52
132.95522365017,11.35801105862,1.5343,0.5074,-17.491,0.54,-15.398,0.423, 5.37e-02,  0,1.04,19.856250, 2.384550,NOT_AVAILABLE,0,132.95530293977, 11.35807949339,0.84
132.94652719872,11.35387628734,1.2375,0.0997,-10.848,0.106,-3.124,0.08, 2.83e-02,  0,1.002,17.412605, 2.044134,NOT_AVAILABLE,0,132.94657637558, 11.35389017351,0.94
132.91781943324,11.35618799962,0.9535,0.1948,-11.248,0.208,-3.034,0.157, 2.64e-02,  0,1.018,18.447086, 2.138994,NOT_AVAILABLE,0,132.91787042397, 11.35620148261,0.9
132.85213326198,11.35482200535,2.9459,1.4796,-1.767,1.536,6.345,1.06, 3.28e-02,  0,1.041,20.778814, 1.329886,NOT_AVAILABLE,0,132.85214127201, 11.35479380716,0.54
132.84855233891,11.35895619894,1.2364,0.0267,-9.362,0.03,-3.351,0.024, 4.21e-02,  0,0.971,14.777016, 0.956539,NOT_AVAILABLE,0,132.84859477933, 11.35897109433,0.9
132.88667769756,11.36416184901,2.312,0.3568,-10.074,0.391,-3.124,0.281, 3.71e-02,  0,1.097,19.362549, 2.462006,NOT_AVAILABLE,0,132.88672336829, 11.36417573347,0.92
132.86025126166,11.37091122241,2.2305,1.1716,-26.643,1.263,-0.089,0.954, 1.01e-01,  0,1.068,20.657800, 1.800718,NOT_AVAILABLE,0,132.86037204706, 11.37091161945,0.74
